canonical_paper_id,title,venue,year,paper_type,doi
edmans-gabaix_2009_is-ceo-pay-really-inefficient-a-survey-of-new-optimal-contra,Is CEO Pay Really Inefficient? A Survey of New Optimal Contracting Theories,European Financial Management,2009,published,
edmans-gabaix_2011_the-effect-of-risk-on-the-ceo-market,The Effect of Risk on the CEO Market,Review of Financial Studies,2011,published,
edmans-gabaix_2011_tractability-in-incentive-contracting,Tractability in Incentive Contracting,Review of Financial Studies,2011,published,
edmans-gabaix_2016_executive-compensation-a-modern-primer,Executive Compensation: A Modern Primer,Journal of Economic Literature,2016,published,
eggertsson-juelsrud-summers-wold_2019_negative-nominal-interest-rates-and-the-bank-lending-channel,Negative Nominal Interest Rates and the Bank Lending Channel,,2019,working,
eggertsson-mehrotra-singh-summers_2016_a-contagious-malady-open-economy-dimensions-of-secular-stagn,A Contagious Malady? Open Economy Dimensions of Secular Stagnation,IMF Economic Review,2016,published,
eggertsson-mehrotra-summers_2016_secular-stagnation-in-the-open-economy,Secular Stagnation in the Open Economy,American Economic Review,2016,published,
ehrenberg-freeman_1977_manpower-requirements-and-substitution-analysis-of-labor-ski,Manpower Requirements and Substitution Analysis of Labor Skills: A Synthesis,Research in Labor Economics,1977,published,
einav-finkelstein-mullainathan-obermeyer)_2018_predictive-modeling-of-us-healthcare-spending-in-late-life,"Predictive Modeling of US Healthcare Spending in Late Life,",Science,2018,published,
eisner-summers_1984_measuring-income-what-kind-should-be-in,Measuring Income: What Kind Should Be In?,The Journal of Policy Analysis and Management,1984,published,
eliasz-stock_2005_optimal-tests-for-reduced-rank-time-variation-in-regression-,Optimal Tests for Reduced Rank Time Variation in Regression Coefficients and Level Variation in the Multivariate Local Level Model,,2005,working,
elliott-freeman_2003_can-labor-standards-improve-under-globalization,Can Labor Standards Improve Under Globalization?,Peterson Institute,2003,published,
elliott-freeman_2003_the-role-global-labor-standards-could-play-in-addressing-bas,The Role Global Labor Standards Could Play in Addressing Basic Needs,"Global Inequalities at Work: Work's Impact on the Health of Individuals, Families, and Societies",2003,published,
elliott-freeman_2004_labor-standards-then-and-now,Labor Standards Then and Now,Conference on International Labor Standards: The Global Need for Understanding Tools and Methods of Measuring Compliance,2004,published,
elliott-freeman_2004_yes-labor-standards-and-globalization-go-together,"Yes, Labor Standards and Globalization Go Together!",Labor History CLAH,2004,published,
elliott-freeman_2005_white-hats-or-don-quixotes-human-rights-vigilantes-in-the-gl,White Hats or Don Quixotes? Human Rights Vigilantes in the Global Economy,Emerging Labor Market Institutions for the 21st Century,2005,published,
elliott-rothenberg-stock_1996_efficient-tests-for-an-autoregressive-unit-root,Efficient Tests for an Autoregressive Unit Root,Econometrica,1996,published,
elliott-stock_1994_inference-in-time-series-regression-when-the-order-of-integr,Inference in Time Series Regression When the Order of Integration of a Regressor is Unknown,Econometric Theory,1994,published,
elliott-stock_2001_confidence-intervals-for-autoregressive-coefficients-near-on,Confidence Intervals for Autoregressive Coefficients Near One,Journal of Econometrics,2001,published,
ellison-glaeser-kerr_2007_what-causes-industry-agglomeration-evidence-from-coagglomera,What Causes Industry Agglomeration? Evidence from Coagglomeration Patterns,,2007,working,
ellison-pathak_2021_the-efficiency-of-raceneutral-alternatives-to-racebased-affi,The Efficiency of Race-Neutral Alternatives to Race-Based Affirmative Action: Evidence from Chicago's Exam Schools,American Economic Review,2021,published,
ellison-pathak_2025_optimal-school-system-and-curriculum-design-theory-and-evide,Optimal School System and Curriculum Design: Theory and Evidence,,2025,working,
ellison-swanson_2023_dynamics-of-the-gender-gap-in-high-math-achievement,Dynamics of the Gender Gap in High Math Achievement,Journal of Human Resources,2023,published,
ellison_2012_a-search-cost-model-of-obfuscation,A Search Cost Model of Obfuscation,Rand Journal of Economics,2012,published,
ellison_2013_how-does-the-market-use-citation-data-the-hirsch-index-in-ec,How Does the Market Use Citation Data? The Hirsch Index in Economics,American Economic Journal: Applied Economics,2013,published,
ellison_2014_a-theory-of-rule-development,A Theory of Rule Development,"Journal of Law, Economics and Organization",2014,published,
ellison_2014_dynamics-of-open-source-movements,Dynamics of Open Source Movements,Journal of Economics & Management Strategy,2014,published,
ellison_2016_do-schools-matter-for-high-math-achievement-evidence-from-th,Do Schools Matter for High Math Achievement? Evidence from the American Mathematics Competititions,American Economic Review,2016,published,
ellison_2016_fast-convergence-in-evolutionary-models-a-lyapunov-approach,Fast Convergence in Evolutionary Models: A Lyapunov Approach,Journal of Economic Theory,2016,published,
ellison_2020_inside-job-or-deep-impact-using-extramural-citations-to-asse,Inside Job or Deep Impact? Using Extramural Citations to Assess Economic Scholarship,Journal of Economic Literature,2020,published,
ellison_nodate_a-model-of-addon-pricing,A Model of Add-on Pricing,,,published,
ellison_nodate_a-simple-framework-for-nonparametric-specification-testing,A Simple Framework for Nonparametric Specification Testing,,,published,
ellison_nodate_are-some-mutual-fund-managers-better-than-others-crosssectio,Are Some Mutual Fund Managers Better Than Others? Cross-Sectional Patterns in Behavior and Performance,,,published,
ellison_nodate_assessing-computer-scientists-using-citation-data,Assessing Computer Scientists Using Citation Data,,,published,
ellison_nodate_basins-of-attraction-long-run-stochastic-stability-and-the-s,"Basins of Attraction, Long Run Stochastic Stability, and the Speed of Step-by-Step Evolution",,,published,
ellison_nodate_bounded-rationality-in-industrial-organization,Bounded Rationality in Industrial Organization,,,published,
ellison_nodate_career-concerns-of-mutual-fund-managers,Career Concerns of Mutual Fund Managers,,,published,
ellison_nodate_competing-auctions,Competing Auctions,,,published,
ellison_nodate_cooperation-in-the-prisoners-dilemma-with-anonymous-random-m,Cooperation in the Prisoner's Dilemma with Anonymous Random Matching,,,published,
ellison_nodate_economic-research-evolves-fields-and-styles,Economic Research Evolves: Fields and Styles,,,published,
ellison_nodate_effects-of-home-rental-sites-on-residential-real-estate-evid,Effects of Home Rental Sites on Residential Real Estate: Evidence from New Hampshire,,,published,
ellison_nodate_evolving-standards-for-academic-publishing-a-qr-theory,Evolving Standards for Academic Publishing: A q-r Theory,,,published,
ellison_nodate_geographic-concentration-as-a-dynamic-process,Geographic Concentration as a Dynamic Process,,,published,
ellison_nodate_geographic-concentration-in-us-manufacturing-industries-a-da,Geographic Concentration in U.S. Manufacturing Industries: A Dartboard Approach,,,published,
ellison_nodate_implications-of-heterogeneous-sir-models-for-analyses-of-cov,Implications of Heterogeneous SIR Models for Analyses of Covid-19,Review of Economic Design,,published,
ellison_nodate_is-peer-review-in-decline,Is Peer Review in Decline?,,,published,
ellison_nodate_knifeedge-or-plateau-when-do-market-models-tip,Knife-Edge or Plateau: When Do Market Models Tip?,,,published,
ellison_nodate_learning-from-personal-experience-one-rational-guy-and-the-j,Learning from Personal Experience: One Rational Guy and the Justification of Myopia,,,published,
ellison_nodate_learning-local-interaction-and-coordination,"Learning, Local Interaction and Coordination",,,published,
ellison_nodate_learning-purified-mixed-equilibria,Learning Purified Mixed Equilibria,,,published,
ellison_nodate_lessons-about-markets-from-the-internet,Lessons About Markets from the Internet,,,published,
ellison_nodate_location-choice-in-twosided-markets-with-indivisible-agents,Location Choice in Two-Sided Markets with Indivisible Agents,,,published,
ellison_nodate_match-quality-search-and-the-internet-market-for-used-books,"Match Quality, Search, and the Internet Market for Used Books",RAND Journal of Economics,,published,
ellison_nodate_position-auctions-with-consumer-search,Position Auctions with Consumer Search,,,published,
ellison_nodate_random-matching-in-adaptive-dynamics,Random Matching in Adaptive Dynamics,,,published,
ellison_nodate_risk-taking-by-mutual-funds-as-a-response-to-incentives,Risk Taking by Mutual Funds as a Response to Incentives,,,published,
ellison_nodate_rules-of-thumb-for-social-learning,Rules of Thumb for Social Learning,,,published,
ellison_nodate_search-and-obfuscation-in-a-technologically-changing-retail-,Search and Obfuscation in a Technologically Changing Retail Environment: Some Thoughts on Implications and Policy,"NBER Innovation Policy and The Economy, 6",,published,
ellison_nodate_search-obfuscation-and-price-elasticities-on-the-internet,"Search, Obfuscation and Price Elasticities on the Internet",,,published,
ellison_nodate_strategic-entry-deterrence-and-the-behaviour-of-pharmaceutic,Strategic Entry Deterrence and the Behaviour of Pharmaceutical Incumbents Prior to Patent Expiration,,,published,
ellison_nodate_tax-sensitivity-and-home-state-preferences-in-internet-purch,Tax Sensitivity and Home State Preferences in Internet Purchasing,,,published,
ellison_nodate_the-gender-gap-in-secondary-school-mathematics-at-high-achie,The Gender Gap in Secondary School Mathematics at High Achievement Levels: Evidence from the American Mathematics Competitions,,,published,
ellison_nodate_the-geographic-concentration-of-industry-does-natural-advant,The Geographic Concentration of Industry: Does Natural Advantage Explain Agglomeration,,,published,
ellison_nodate_the-neoluddites-lament-excessive-upgrades-in-the-software-in,The Neo-Luddite's Lament: Excessive Upgrades in the Software Industry,,,published,
ellison_nodate_the-slowdown-of-the-economics-publishing-process,The Slowdown of the Economics Publishing Process,,,published,
ellison_nodate_theories-of-cartel-stability-and-the-joint-executive-committ,Theories of Cartel Stability and the Joint Executive Committee,,,published,
ellison_nodate_what-causes-industry-agglomeration-evidence-from-coagglomera,What Causes Industry Agglomeration? Evidence from Coagglomeration Patterns,,,published,
ellison_nodate_word-of-mouth-communication-and-social-learning,Word of Mouth Communication and Social Learning,,,published,
elmendorf-mankiw_1999_government-debt,Government Debt,Handbook of Macroeconomics,1999,published,
eltis-goldin-katz-lewis-sokoloff_2009_why-the-united-states-led-in-education-lessons-from-secondar,"Why the United States Led in Education: Lessons from Secondary School Expansion, 1910 to 1940",Human Capital and Institutions,2009,published,
emamjomeh-zadeh-gonczarowski-kempe_2020_the-complexity-of-interactively-learning-a-stable-matching-b,The Complexity of Interactively Learning a Stable Matching by Trial and Error,Proceedings of the 21st ACM Conference on Economics and Computation (EC 2020),2020,published,
emanuel-harrington-pallais_nodate_home-alone-remote-work-isolation-and-mental-health,"Home Alone: Remote Work, Isolation, and Mental Health",,,working,
emanuel-harrington-pallais_nodate_the-power-of-proximity-to-coworkers,The Power of Proximity to Coworkers,,,working,
enchautegui-freeman_2006_why-dont-more-puerto-rican-men-work-the-rich-uncle-sam-hypot,Why Don't More Puerto Rican Men Work? The Rich Uncle (Sam) Hypothesis,The Economy of Puerto Rico: Restoring Growth,2006,published,
engerman-goldin_1993_seasonality-in-nineteenth-century-american-labor-markets,Seasonality in Nineteenth Century American Labor Markets,"In D. Schaefer and T. Weiss, eds., Economic Development in Historical Perspective. Palo Alto, CA: Stanford University Press",1993,published,
